"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"14.04.2017 19:45 - 14.04.2017 20:00","10262","10020"
"14.04.2017 20:00 - 14.04.2017 20:15","10317","10072"
"14.04.2017 20:15 - 14.04.2017 20:30","10297","10047"
"14.04.2017 20:30 - 14.04.2017 20:45","10430","10117"
"14.04.2017 20:45 - 14.04.2017 21:00","10459","10166"
"14.04.2017 21:00 - 14.04.2017 21:15","10436","10302"
"14.04.2017 21:15 - 14.04.2017 21:30","10349","10236"
"14.04.2017 21:30 - 14.04.2017 21:45","10237","10073"
"14.04.2017 21:45 - 14.04.2017 22:00","10110","9941"
"14.04.2017 22:00 - 14.04.2017 22:15","10090","10122"
"14.04.2017 22:15 - 14.04.2017 22:30","10144","10199"
"14.04.2017 22:30 - 14.04.2017 22:45","10157","10250"
"14.04.2017 22:45 - 14.04.2017 23:00","10072","10214"
"14.04.2017 23:00 - 14.04.2017 23:15","10196","10148"
"14.04.2017 23:15 - 14.04.2017 23:30","10000","10036"
"14.04.2017 23:30 - 14.04.2017 23:45","9793","9845"
"14.04.2017 23:45 - 15.04.2017 00:00","9640","9621"
"15.04.2017 00:00 - 15.04.2017 00:15","9546","9501"
"15.04.2017 00:15 - 15.04.2017 00:30","9336","9281"
"15.04.2017 00:30 - 15.04.2017 00:45","9221","9135"
"15.04.2017 00:45 - 15.04.2017 01:00","9090","8953"
"15.04.2017 01:00 - 15.04.2017 01:15","8875","8866"
"15.04.2017 01:15 - 15.04.2017 01:30","8716","8707"
"15.04.2017 01:30 - 15.04.2017 01:45","8639","8554"
"15.04.2017 01:45 - 15.04.2017 02:00","8528","8525"
"15.04.2017 02:00 - 15.04.2017 02:15","8426","8286"
"15.04.2017 02:15 - 15.04.2017 02:30","8357","8196"
"15.04.2017 02:30 - 15.04.2017 02:45","8299","8091"
"15.04.2017 02:45 - 15.04.2017 03:00","8186","8069"
"15.04.2017 03:00 - 15.04.2017 03:15","8161","7999"
"15.04.2017 03:15 - 15.04.2017 03:30","8189","7932"
"15.04.2017 03:30 - 15.04.2017 03:45","8160","8000"
"15.04.2017 03:45 - 15.04.2017 04:00","8109","7836"
"15.04.2017 04:00 - 15.04.2017 04:15","8157","7974"
"15.04.2017 04:15 - 15.04.2017 04:30","8116","7992"
"15.04.2017 04:30 - 15.04.2017 04:45","8159","7975"
"15.04.2017 04:45 - 15.04.2017 05:00","8127","7978"
"15.04.2017 05:00 - 15.04.2017 05:15","8182","8102"
"15.04.2017 05:15 - 15.04.2017 05:30","8237","8098"
"15.04.2017 05:30 - 15.04.2017 05:45","8265","8119"
"15.04.2017 05:45 - 15.04.2017 06:00","8275","8251"
"15.04.2017 06:00 - 15.04.2017 06:15","8468","8333"
"15.04.2017 06:15 - 15.04.2017 06:30","8564","8369"
"15.04.2017 06:30 - 15.04.2017 06:45","8599","8453"
"15.04.2017 06:45 - 15.04.2017 07:00","8592","8413"
"15.04.2017 07:00 - 15.04.2017 07:15","8608","8466"
"15.04.2017 07:15 - 15.04.2017 07:30","8667","8451"
"15.04.2017 07:30 - 15.04.2017 07:45","8707","8697"
"15.04.2017 07:45 - 15.04.2017 08:00","8831","8810"
"15.04.2017 08:00 - 15.04.2017 08:15","8951","8951"
"15.04.2017 08:15 - 15.04.2017 08:30","9083","9074"
"15.04.2017 08:30 - 15.04.2017 08:45","9193","9265"
"15.04.2017 08:45 - 15.04.2017 09:00","9337","9329"
"15.04.2017 09:00 - 15.04.2017 09:15","9460","9475"
"15.04.2017 09:15 - 15.04.2017 09:30","9650","9751"
"15.04.2017 09:30 - 15.04.2017 09:45","9706","9827"
"15.04.2017 09:45 - 15.04.2017 10:00","9818","9951"
"15.04.2017 10:00 - 15.04.2017 10:15","9827","10026"
"15.04.2017 10:15 - 15.04.2017 10:30","9890","10004"
"15.04.2017 10:30 - 15.04.2017 10:45","9920","10003"
"15.04.2017 10:45 - 15.04.2017 11:00","9883","10181"
"15.04.2017 11:00 - 15.04.2017 11:15","9912","10145"
"15.04.2017 11:15 - 15.04.2017 11:30","9911","10252"
"15.04.2017 11:30 - 15.04.2017 11:45","9973","10291"
"15.04.2017 11:45 - 15.04.2017 12:00","9899","10378"
"15.04.2017 12:00 - 15.04.2017 12:15","9858","10198"
"15.04.2017 12:15 - 15.04.2017 12:30","9856","10310"
"15.04.2017 12:30 - 15.04.2017 12:45","9787","10114"
"15.04.2017 12:45 - 15.04.2017 13:00","9780","10028"
"15.04.2017 13:00 - 15.04.2017 13:15","9678","9850"
"15.04.2017 13:15 - 15.04.2017 13:30","9628","9750"
"15.04.2017 13:30 - 15.04.2017 13:45","9526","9655"
"15.04.2017 13:45 - 15.04.2017 14:00","9522","9629"
"15.04.2017 14:00 - 15.04.2017 14:15","9448","9517"
"15.04.2017 14:15 - 15.04.2017 14:30","9366","9502"
"15.04.2017 14:30 - 15.04.2017 14:45","9273","9498"
"15.04.2017 14:45 - 15.04.2017 15:00","9187","9477"
"15.04.2017 15:00 - 15.04.2017 15:15","9218","9267"
"15.04.2017 15:15 - 15.04.2017 15:30","9196","9408"
"15.04.2017 15:30 - 15.04.2017 15:45","9141","9466"
"15.04.2017 15:45 - 15.04.2017 16:00","9097","9364"
"15.04.2017 16:00 - 15.04.2017 16:15","9114","9324"
"15.04.2017 16:15 - 15.04.2017 16:30","9143","9323"
"15.04.2017 16:30 - 15.04.2017 16:45","9112","9314"
"15.04.2017 16:45 - 15.04.2017 17:00","9110","9227"
"15.04.2017 17:00 - 15.04.2017 17:15","9209","9326"
"15.04.2017 17:15 - 15.04.2017 17:30","9251","9345"
"15.04.2017 17:30 - 15.04.2017 17:45","9302","9302"
"15.04.2017 17:45 - 15.04.2017 18:00","9348","9277"
"15.04.2017 18:00 - 15.04.2017 18:15","9428","9269"
"15.04.2017 18:15 - 15.04.2017 18:30","9470","9282"
"15.04.2017 18:30 - 15.04.2017 18:45","9621","9353"
"15.04.2017 18:45 - 15.04.2017 19:00","9616","9341"
"15.04.2017 19:00 - 15.04.2017 19:15","9549","9381"
"15.04.2017 19:15 - 15.04.2017 19:30","9465","9307"
"15.04.2017 19:30 - 15.04.2017 19:45","9484","9183"
"15.04.2017 19:45 - 15.04.2017 20:00","9611","9288"
"15.04.2017 20:00 - 15.04.2017 20:15","9456","9358"
"15.04.2017 20:15 - 15.04.2017 20:30","9539","9304"
"15.04.2017 20:30 - 15.04.2017 20:45","9591","9379"
"15.04.2017 20:45 - 15.04.2017 21:00","9646","9439"
"15.04.2017 21:00 - 15.04.2017 21:15","9667","9457"
"15.04.2017 21:15 - 15.04.2017 21:30","9566","9406"
"15.04.2017 21:30 - 15.04.2017 21:45","9442","9355"
"15.04.2017 21:45 - 15.04.2017 22:00","9358","9284"
"15.04.2017 22:00 - 15.04.2017 22:15","9342","9208"
"15.04.2017 22:15 - 15.04.2017 22:30","9286","9319"
"15.04.2017 22:30 - 15.04.2017 22:45","9295","9353"
"15.04.2017 22:45 - 15.04.2017 23:00","9275","9279"
"15.04.2017 23:00 - 15.04.2017 23:15","9252","9296"
"15.04.2017 23:15 - 15.04.2017 23:30","9203","9157"
"15.04.2017 23:30 - 15.04.2017 23:45","9111","8973"
"15.04.2017 23:45 - 16.04.2017 00:00","9055","8859"
"16.04.2017 00:00 - 16.04.2017 00:15","8933","8580"
"16.04.2017 00:15 - 16.04.2017 00:30","8780","8496"
"16.04.2017 00:30 - 16.04.2017 00:45","8692","8348"
"16.04.2017 00:45 - 16.04.2017 01:00","8519","8195"
"16.04.2017 01:00 - 16.04.2017 01:15","8385","8113"
"16.04.2017 01:15 - 16.04.2017 01:30","8227","8025"
"16.04.2017 01:30 - 16.04.2017 01:45","8151","7864"
"16.04.2017 01:45 - 16.04.2017 02:00","7996","7799"
"16.04.2017 02:00 - 16.04.2017 02:15","8122","7643"
"16.04.2017 02:15 - 16.04.2017 02:30","7952","7548"
"16.04.2017 02:30 - 16.04.2017 02:45","7935","7650"
"16.04.2017 02:45 - 16.04.2017 03:00","7899","7620"
"16.04.2017 03:00 - 16.04.2017 03:15","7870","7631"
"16.04.2017 03:15 - 16.04.2017 03:30","7801","7539"
"16.04.2017 03:30 - 16.04.2017 03:45","7819","7500"
"16.04.2017 03:45 - 16.04.2017 04:00","7772","7404"
"16.04.2017 04:00 - 16.04.2017 04:15","7807","7502"
"16.04.2017 04:15 - 16.04.2017 04:30","7783","7463"
"16.04.2017 04:30 - 16.04.2017 04:45","7826","7412"
"16.04.2017 04:45 - 16.04.2017 05:00","7865","7437"
"16.04.2017 05:00 - 16.04.2017 05:15","7842","7490"
"16.04.2017 05:15 - 16.04.2017 05:30","7897","7599"
"16.04.2017 05:30 - 16.04.2017 05:45","7949","7604"
"16.04.2017 05:45 - 16.04.2017 06:00","7967","7745"
"16.04.2017 06:00 - 16.04.2017 06:15","7981","7831"
"16.04.2017 06:15 - 16.04.2017 06:30","8049","7850"
"16.04.2017 06:30 - 16.04.2017 06:45","8045","7790"
"16.04.2017 06:45 - 16.04.2017 07:00","8010","7774"
"16.04.2017 07:00 - 16.04.2017 07:15","7994","7847"
"16.04.2017 07:15 - 16.04.2017 07:30","8081","7875"
"16.04.2017 07:30 - 16.04.2017 07:45","8133","7952"
"16.04.2017 07:45 - 16.04.2017 08:00","8194","8090"
"16.04.2017 08:00 - 16.04.2017 08:15","8322","8203"
"16.04.2017 08:15 - 16.04.2017 08:30","8427","8403"
"16.04.2017 08:30 - 16.04.2017 08:45","8504","8560"
"16.04.2017 08:45 - 16.04.2017 09:00","8608","8710"
"16.04.2017 09:00 - 16.04.2017 09:15","8779","8748"
"16.04.2017 09:15 - 16.04.2017 09:30","8837","8874"
"16.04.2017 09:30 - 16.04.2017 09:45","9042","8900"
"16.04.2017 09:45 - 16.04.2017 10:00","9083","8929"
"16.04.2017 10:00 - 16.04.2017 10:15","9296","8916"
"16.04.2017 10:15 - 16.04.2017 10:30","9326","8898"
"16.04.2017 10:30 - 16.04.2017 10:45","9337","8946"
"16.04.2017 10:45 - 16.04.2017 11:00","9357","8997"
"16.04.2017 11:00 - 16.04.2017 11:15","9403","9139"
"16.04.2017 11:15 - 16.04.2017 11:30","9408","9160"
"16.04.2017 11:30 - 16.04.2017 11:45","9493","9258"
"16.04.2017 11:45 - 16.04.2017 12:00","9475","9180"
"16.04.2017 12:00 - 16.04.2017 12:15","9470","9205"
"16.04.2017 12:15 - 16.04.2017 12:30","9427","9141"
"16.04.2017 12:30 - 16.04.2017 12:45","9414","8989"
"16.04.2017 12:45 - 16.04.2017 13:00","9439","8975"
"16.04.2017 13:00 - 16.04.2017 13:15","9254","8903"
"16.04.2017 13:15 - 16.04.2017 13:30","9196","8860"
"16.04.2017 13:30 - 16.04.2017 13:45","9091","8649"
"16.04.2017 13:45 - 16.04.2017 14:00","9041","8521"
"16.04.2017 14:00 - 16.04.2017 14:15","8920","8489"
"16.04.2017 14:15 - 16.04.2017 14:30","8827","8437"
"16.04.2017 14:30 - 16.04.2017 14:45","8827","8475"
"16.04.2017 14:45 - 16.04.2017 15:00","8662","8339"
"16.04.2017 15:00 - 16.04.2017 15:15","8640","8297"
"16.04.2017 15:15 - 16.04.2017 15:30","8716","8208"
"16.04.2017 15:30 - 16.04.2017 15:45","8643","8325"
"16.04.2017 15:45 - 16.04.2017 16:00","8646","8311"
"16.04.2017 16:00 - 16.04.2017 16:15","8578","8276"
"16.04.2017 16:15 - 16.04.2017 16:30","8546","8260"
"16.04.2017 16:30 - 16.04.2017 16:45","8600","8239"
"16.04.2017 16:45 - 16.04.2017 17:00","8585","8269"
"16.04.2017 17:00 - 16.04.2017 17:15","8609","8287"
"16.04.2017 17:15 - 16.04.2017 17:30","8658","8408"
"16.04.2017 17:30 - 16.04.2017 17:45","8768","8574"
"16.04.2017 17:45 - 16.04.2017 18:00","8811","8616"
"16.04.2017 18:00 - 16.04.2017 18:15","8817","8645"
"16.04.2017 18:15 - 16.04.2017 18:30","8883","8730"
"16.04.2017 18:30 - 16.04.2017 18:45","9008","8794"
"16.04.2017 18:45 - 16.04.2017 19:00","9029","8800"
"16.04.2017 19:00 - 16.04.2017 19:15","8967","8858"
"16.04.2017 19:15 - 16.04.2017 19:30","9078","8896"
"16.04.2017 19:30 - 16.04.2017 19:45","9209","8961"
"16.04.2017 19:45 - 16.04.2017 20:00","9188","8916"
"16.04.2017 20:00 - 16.04.2017 20:15","9040","8974"
"16.04.2017 20:15 - 16.04.2017 20:30","9074","8987"
"16.04.2017 20:30 - 16.04.2017 20:45","9217","9094"
"16.04.2017 20:45 - 16.04.2017 21:00","9218","9250"
"16.04.2017 21:00 - 16.04.2017 21:15","9479","9304"
"16.04.2017 21:15 - 16.04.2017 21:30","9425","9278"
"16.04.2017 21:30 - 16.04.2017 21:45","9365","9130"
"16.04.2017 21:45 - 16.04.2017 22:00","9267","9075"
"16.04.2017 22:00 - 16.04.2017 22:15","9478","9184"
"16.04.2017 22:15 - 16.04.2017 22:30","9478","9185"
"16.04.2017 22:30 - 16.04.2017 22:45","9304","9238"
"16.04.2017 22:45 - 16.04.2017 23:00","9248","9175"
"16.04.2017 23:00 - 16.04.2017 23:15","9227","9147"
"16.04.2017 23:15 - 16.04.2017 23:30","9191","9086"
"16.04.2017 23:30 - 16.04.2017 23:45","9041","8856"
"16.04.2017 23:45 - 17.04.2017 00:00","8933","8790"
"17.04.2017 00:00 - 17.04.2017 00:15","8402","8608"
"17.04.2017 00:15 - 17.04.2017 00:30","8228","8447"
"17.04.2017 00:30 - 17.04.2017 00:45","8137","8311"
"17.04.2017 00:45 - 17.04.2017 01:00","7977","8170"
"17.04.2017 01:00 - 17.04.2017 01:15","7859","8029"
"17.04.2017 01:15 - 17.04.2017 01:30","7749","7991"
"17.04.2017 01:30 - 17.04.2017 01:45","7612","7913"
"17.04.2017 01:45 - 17.04.2017 02:00","7530","7833"
"17.04.2017 02:00 - 17.04.2017 02:15","7462","7761"
"17.04.2017 02:15 - 17.04.2017 02:30","7405","7580"
"17.04.2017 02:30 - 17.04.2017 02:45","7336","7506"
"17.04.2017 02:45 - 17.04.2017 03:00","7316","7470"
"17.04.2017 03:00 - 17.04.2017 03:15","7279","7382"
"17.04.2017 03:15 - 17.04.2017 03:30","7260","7345"
"17.04.2017 03:30 - 17.04.2017 03:45","7230","7398"
"17.04.2017 03:45 - 17.04.2017 04:00","7230","7366"
"17.04.2017 04:00 - 17.04.2017 04:15","7217","7388"
"17.04.2017 04:15 - 17.04.2017 04:30","7232","7361"
"17.04.2017 04:30 - 17.04.2017 04:45","7250","7371"
"17.04.2017 04:45 - 17.04.2017 05:00","7271","7341"
"17.04.2017 05:00 - 17.04.2017 05:15","7295","7481"
"17.04.2017 05:15 - 17.04.2017 05:30","7324","7492"
"17.04.2017 05:30 - 17.04.2017 05:45","7362","7552"
"17.04.2017 05:45 - 17.04.2017 06:00","7368","7558"
"17.04.2017 06:00 - 17.04.2017 06:15","7378","7611"
"17.04.2017 06:15 - 17.04.2017 06:30","7381","7734"
"17.04.2017 06:30 - 17.04.2017 06:45","7390","7802"
"17.04.2017 06:45 - 17.04.2017 07:00","7390","7798"
"17.04.2017 07:00 - 17.04.2017 07:15","7418","7819"
"17.04.2017 07:15 - 17.04.2017 07:30","7473","7772"
"17.04.2017 07:30 - 17.04.2017 07:45","7535","7841"
"17.04.2017 07:45 - 17.04.2017 08:00","7669","8077"
"17.04.2017 08:00 - 17.04.2017 08:15","7821","8187"
"17.04.2017 08:15 - 17.04.2017 08:30","7978","8307"
"17.04.2017 08:30 - 17.04.2017 08:45","8068","8485"
"17.04.2017 08:45 - 17.04.2017 09:00","8211","8832"
"17.04.2017 09:00 - 17.04.2017 09:15","8348","8919"
"17.04.2017 09:15 - 17.04.2017 09:30","8518","9033"
"17.04.2017 09:30 - 17.04.2017 09:45","8615","9268"
"17.04.2017 09:45 - 17.04.2017 10:00","8737","9358"
"17.04.2017 10:00 - 17.04.2017 10:15","8802","9376"
"17.04.2017 10:15 - 17.04.2017 10:30","8857","9352"
"17.04.2017 10:30 - 17.04.2017 10:45","8877","9467"
"17.04.2017 10:45 - 17.04.2017 11:00","8964","9482"
"17.04.2017 11:00 - 17.04.2017 11:15","9050","9428"
"17.04.2017 11:15 - 17.04.2017 11:30","9156","9566"
"17.04.2017 11:30 - 17.04.2017 11:45","9180","9691"
"17.04.2017 11:45 - 17.04.2017 12:00","9230","9638"
"17.04.2017 12:00 - 17.04.2017 12:15","9240","9671"
"17.04.2017 12:15 - 17.04.2017 12:30","9250","9654"
"17.04.2017 12:30 - 17.04.2017 12:45","9240","9750"
"17.04.2017 12:45 - 17.04.2017 13:00","9173","9519"
"17.04.2017 13:00 - 17.04.2017 13:15","9092","9395"
"17.04.2017 13:15 - 17.04.2017 13:30","8968","9169"
"17.04.2017 13:30 - 17.04.2017 13:45","8899","9090"
"17.04.2017 13:45 - 17.04.2017 14:00","8788","9059"
"17.04.2017 14:00 - 17.04.2017 14:15","8682","8891"
"17.04.2017 14:15 - 17.04.2017 14:30","8591","8776"
"17.04.2017 14:30 - 17.04.2017 14:45","8508","8573"
"17.04.2017 14:45 - 17.04.2017 15:00","8448","8540"
"17.04.2017 15:00 - 17.04.2017 15:15","8412","8442"
"17.04.2017 15:15 - 17.04.2017 15:30","8406","8582"
"17.04.2017 15:30 - 17.04.2017 15:45","8409","8517"
"17.04.2017 15:45 - 17.04.2017 16:00","8360","8505"
"17.04.2017 16:00 - 17.04.2017 16:15","8326","8417"
"17.04.2017 16:15 - 17.04.2017 16:30","8307","8438"
"17.04.2017 16:30 - 17.04.2017 16:45","8309","8425"
"17.04.2017 16:45 - 17.04.2017 17:00","8345","8324"
"17.04.2017 17:00 - 17.04.2017 17:15","8380","8399"
"17.04.2017 17:15 - 17.04.2017 17:30","8455","8517"
"17.04.2017 17:30 - 17.04.2017 17:45","8521","8612"
"17.04.2017 17:45 - 17.04.2017 18:00","8586","8645"
"17.04.2017 18:00 - 17.04.2017 18:15","8637","8776"
"17.04.2017 18:15 - 17.04.2017 18:30","8715","8802"
"17.04.2017 18:30 - 17.04.2017 18:45","8784","8820"
"17.04.2017 18:45 - 17.04.2017 19:00","8781","8891"
"17.04.2017 19:00 - 17.04.2017 19:15","8773","8854"
"17.04.2017 19:15 - 17.04.2017 19:30","8800","8901"
"17.04.2017 19:30 - 17.04.2017 19:45","8871","8918"
"17.04.2017 19:45 - 17.04.2017 20:00","8868","8984"
"17.04.2017 20:00 - 17.04.2017 20:15","8834","8967"
"17.04.2017 20:15 - 17.04.2017 20:30","8853","8960"
"17.04.2017 20:30 - 17.04.2017 20:45","8911","9018"
"17.04.2017 20:45 - 17.04.2017 21:00","9030","9149"
"17.04.2017 21:00 - 17.04.2017 21:15","9084","9389"
"17.04.2017 21:15 - 17.04.2017 21:30","9120","9408"
"17.04.2017 21:30 - 17.04.2017 21:45","9051","9377"
"17.04.2017 21:45 - 17.04.2017 22:00","9057","9277"
"17.04.2017 22:00 - 17.04.2017 22:15","9081","9434"
"17.04.2017 22:15 - 17.04.2017 22:30","9082","9537"
"17.04.2017 22:30 - 17.04.2017 22:45","9008","9658"
"17.04.2017 22:45 - 17.04.2017 23:00","8928","9569"
"17.04.2017 23:00 - 17.04.2017 23:15","8892","9665"
"17.04.2017 23:15 - 17.04.2017 23:30","8826","9580"
"17.04.2017 23:30 - 17.04.2017 23:45","8731","9408"
"17.04.2017 23:45 - 18.04.2017 00:00","8555","9154"
"18.04.2017 00:00 - 18.04.2017 00:15","8364","8945"
"18.04.2017 00:15 - 18.04.2017 00:30","8188","8708"
"18.04.2017 00:30 - 18.04.2017 00:45","8050","8560"
"18.04.2017 00:45 - 18.04.2017 01:00","8053","8429"
"18.04.2017 01:00 - 18.04.2017 01:15","8058","8398"
"18.04.2017 01:15 - 18.04.2017 01:30","8069","8272"
"18.04.2017 01:30 - 18.04.2017 01:45","7968","8221"
"18.04.2017 01:45 - 18.04.2017 02:00","7896","8110"
"18.04.2017 02:00 - 18.04.2017 02:15","7714","8092"
"18.04.2017 02:15 - 18.04.2017 02:30","7684","8027"
"18.04.2017 02:30 - 18.04.2017 02:45","7661","8086"
"18.04.2017 02:45 - 18.04.2017 03:00","7633","8040"
"18.04.2017 03:00 - 18.04.2017 03:15","7587","8064"
"18.04.2017 03:15 - 18.04.2017 03:30","7534","7974"
"18.04.2017 03:30 - 18.04.2017 03:45","7550","7938"
"18.04.2017 03:45 - 18.04.2017 04:00","7560","8012"
"18.04.2017 04:00 - 18.04.2017 04:15","7517","8152"
"18.04.2017 04:15 - 18.04.2017 04:30","7564","8224"
"18.04.2017 04:30 - 18.04.2017 04:45","7600","8229"
"18.04.2017 04:45 - 18.04.2017 05:00","7709","8357"
"18.04.2017 05:00 - 18.04.2017 05:15","7599","8494"
"18.04.2017 05:15 - 18.04.2017 05:30","7706","8683"
"18.04.2017 05:30 - 18.04.2017 05:45","7850","8911"
"18.04.2017 05:45 - 18.04.2017 06:00","7982","9163"
"18.04.2017 06:00 - 18.04.2017 06:15","7788","9726"
"18.04.2017 06:15 - 18.04.2017 06:30","7992","10057"
"18.04.2017 06:30 - 18.04.2017 06:45","8144","10267"
"18.04.2017 06:45 - 18.04.2017 07:00","8206","10461"
"18.04.2017 07:00 - 18.04.2017 07:15","8054","10662"
"18.04.2017 07:15 - 18.04.2017 07:30","8179","10790"
"18.04.2017 07:30 - 18.04.2017 07:45","8320","10908"
"18.04.2017 07:45 - 18.04.2017 08:00","8368","11111"
"18.04.2017 08:00 - 18.04.2017 08:15","10791","11245"
"18.04.2017 08:15 - 18.04.2017 08:30","10894","11380"
"18.04.2017 08:30 - 18.04.2017 08:45","11024","11424"
"18.04.2017 08:45 - 18.04.2017 09:00","11086","11399"
"18.04.2017 09:00 - 18.04.2017 09:15","11122","11495"
"18.04.2017 09:15 - 18.04.2017 09:30","11174","11607"
"18.04.2017 09:30 - 18.04.2017 09:45","11223","11660"
"18.04.2017 09:45 - 18.04.2017 10:00","11243","11739"
"18.04.2017 10:00 - 18.04.2017 10:15","11273","11616"
"18.04.2017 10:15 - 18.04.2017 10:30","11254","11598"
"18.04.2017 10:30 - 18.04.2017 10:45","11321","11584"
"18.04.2017 10:45 - 18.04.2017 11:00","11317","11561"
"18.04.2017 11:00 - 18.04.2017 11:15","11422","11551"
"18.04.2017 11:15 - 18.04.2017 11:30","11463","11542"
"18.04.2017 11:30 - 18.04.2017 11:45","11499","11673"
"18.04.2017 11:45 - 18.04.2017 12:00","11479","11619"
"18.04.2017 12:00 - 18.04.2017 12:15","11308","11455"
"18.04.2017 12:15 - 18.04.2017 12:30","11183","11366"
"18.04.2017 12:30 - 18.04.2017 12:45","11156","11344"
"18.04.2017 12:45 - 18.04.2017 13:00","11142","11206"
"18.04.2017 13:00 - 18.04.2017 13:15","11158","11212"
"18.04.2017 13:15 - 18.04.2017 13:30","11116","11153"
"18.04.2017 13:30 - 18.04.2017 13:45","11102","11073"
"18.04.2017 13:45 - 18.04.2017 14:00","11043","11062"
"18.04.2017 14:00 - 18.04.2017 14:15","11050","11055"
"18.04.2017 14:15 - 18.04.2017 14:30","11001","11009"
"18.04.2017 14:30 - 18.04.2017 14:45","10954","10988"
"18.04.2017 14:45 - 18.04.2017 15:00","10890","10905"
"18.04.2017 15:00 - 18.04.2017 15:15","10927","10860"
"18.04.2017 15:15 - 18.04.2017 15:30","10892","10909"
"18.04.2017 15:30 - 18.04.2017 15:45","10854","10839"
"18.04.2017 15:45 - 18.04.2017 16:00","10805","10695"
"18.04.2017 16:00 - 18.04.2017 16:15","10828","10724"
"18.04.2017 16:15 - 18.04.2017 16:30","10799","10709"
"18.04.2017 16:30 - 18.04.2017 16:45","10726","10719"
"18.04.2017 16:45 - 18.04.2017 17:00","10734","10764"
"18.04.2017 17:00 - 18.04.2017 17:15","10738","10667"
"18.04.2017 17:15 - 18.04.2017 17:30","10752","10854"
"18.04.2017 17:30 - 18.04.2017 17:45","10821","11038"
"18.04.2017 17:45 - 18.04.2017 18:00","10841","11055"
"18.04.2017 18:00 - 18.04.2017 18:15","10778","10982"
"18.04.2017 18:15 - 18.04.2017 18:30","10782","10839"
"18.04.2017 18:30 - 18.04.2017 18:45","10752","10882"
"18.04.2017 18:45 - 18.04.2017 19:00","10732","10785"
"18.04.2017 19:00 - 18.04.2017 19:15","10588","10797"
"18.04.2017 19:15 - 18.04.2017 19:30","10563","10670"
"18.04.2017 19:30 - 18.04.2017 19:45","10537","10615"
"18.04.2017 19:45 - 18.04.2017 20:00","10517","10596"
"18.04.2017 20:00 - 18.04.2017 20:15","10457","10468"
"18.04.2017 20:15 - 18.04.2017 20:30","10415","10443"
"18.04.2017 20:30 - 18.04.2017 20:45","10512","10445"
"18.04.2017 20:45 - 18.04.2017 21:00","10579","10582"
"18.04.2017 21:00 - 18.04.2017 21:15","10664","10733"
"18.04.2017 21:15 - 18.04.2017 21:30","10583","10616"
"18.04.2017 21:30 - 18.04.2017 21:45","10445","10433"
"18.04.2017 21:45 - 18.04.2017 22:00","10325","10371"
"18.04.2017 22:00 - 18.04.2017 22:15","10407","10454"
"18.04.2017 22:15 - 18.04.2017 22:30","10464","10441"
"18.04.2017 22:30 - 18.04.2017 22:45","10495","10531"
"18.04.2017 22:45 - 18.04.2017 23:00","10434","10460"
"18.04.2017 23:00 - 18.04.2017 23:15","10442","10472"
"18.04.2017 23:15 - 18.04.2017 23:30","10275","10422"
"18.04.2017 23:30 - 18.04.2017 23:45","10062","10214"
"18.04.2017 23:45 - 19.04.2017 00:00","9896","9916"
"19.04.2017 00:00 - 19.04.2017 00:15","9837","9783"
"19.04.2017 00:15 - 19.04.2017 00:30","9629","9444"
"19.04.2017 00:30 - 19.04.2017 00:45","9502","9362"
"19.04.2017 00:45 - 19.04.2017 01:00","9357","9241"
"19.04.2017 01:00 - 19.04.2017 01:15","9209","9080"
"19.04.2017 01:15 - 19.04.2017 01:30","9056","8941"
"19.04.2017 01:30 - 19.04.2017 01:45","8960","8848"
"19.04.2017 01:45 - 19.04.2017 02:00","8868","8763"
"19.04.2017 02:00 - 19.04.2017 02:15","8661","8673"
"19.04.2017 02:15 - 19.04.2017 02:30","8626","8685"
"19.04.2017 02:30 - 19.04.2017 02:45","8598","8576"
"19.04.2017 02:45 - 19.04.2017 03:00","8566","8645"
"19.04.2017 03:00 - 19.04.2017 03:15","8568","8568"
"19.04.2017 03:15 - 19.04.2017 03:30","8508","8554"
